Reviews,Sentiment
            La calidad de desblokeado no funciona,
        ,
,
,
                Images in this review,
            ,
,
,
,
,
,
,
,
   function toggleSeeAllView() {,
"       P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
          imagePopoverController.toggleSeeAllView(true);,
       });,
   },
,
,
,
,
"        P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
"          A.on(""a:popover:beforeShow:R25SUIBOP5ZRLO_gallerySection_main"", function(data) {",
"            imagePopoverController.initImagePopover(""R25SUIBOP5ZRLO"", ""[https://m.media-amazon.com/images/I/61a9wroBD2L._SL1600_.jpg]"", data);",
          });,
        });,
    ,
,
,
,
          Helpful,
,
,
Report abuse,
Translate review to English,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
,
,
,
,
Thania Vargas5.0 out of 5 stars,
Muy buena compra,
"Reviewed in the United States on October 6, 2021Size: 128GBColor: WhiteService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Llego en perfectas condiciones muy buena compra,
,
,
,
,
          Helpful,
,
,
Report abuse,
Translate review to English,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Kimberly5.0 out of 5 stars,
Good,
"Reviewed in the United States on April 4, 2021Size: 64GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Battery life goes fast,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Aly 5.0 out of 5 stars,
Love it,
"Reviewed in the United States on May 15, 2020Size: 64GBColor: GreenService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  Came in 2 days! Looks and work brand new!! Canâ€™t beat it for the price, just wish it fake with headphones but itâ€™s still really good!!",
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Adel4.0 out of 5 stars,
I received the device in very good condition.,
"Reviewed in the United States on December 30, 2021Size: 128GBColor: RedService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  No headphones set provided.,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
,
,
,
,
,
HV2.0 out of 5 stars,
ReseÃ±a de compra,
"Reviewed in the United States on February 3, 2021Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  El telefono unicamente me funciono 2 meses ya que tuvo problemas con la placa y el conector IC Charger,",
,
,
,
,
          Helpful,
,
,
Report abuse,
Translate review to English,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Rio 5.0 out of 5 stars,
Product is A1,
"Reviewed in the United States on April 24, 2020Size: 128GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  Came quick , no issues with my phone so far. I am excited i was long over due for an upgrade ðŸ¤—",
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.michelle lewis5.0 out of 5 stars,
Perfect,
"Reviewed in the United States on March 30, 2021Size: 64GBColor: RedService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Loved it,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.fatoumata5.0 out of 5 stars,
Excellent iPhone came early than expected,
"Reviewed in the United States on October 1, 2020Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  The iphone is in wonderful condition and works great came with 100% battery health only problem the charger is not a good charger,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Jeanie5.0 out of 5 stars,
Fast delivery,
"Reviewed in the United States on December 29, 2021Size: 64GBColor: YellowService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Personal use,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Joi Blumenberg5.0 out of 5 stars,
Totally NOT a Scam! ðŸ¤£â¤ï¸,
"Reviewed in the United States on April 2, 2020Size: 64GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  WOW! i kinda thought this would be a little bit too good to be true, but as Im typing this review with my Brand New iPhone 11, I can assure you That this is a good buy!",
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
,
,
,
,
dania5.0 out of 5 stars,
Me gusto,
"Reviewed in the United States on September 29, 2021Size: 256GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Muy satisfecha me gusto mucho bino como nuevo,
,
,
,
,
          Helpful,
,
,
Report abuse,
Translate review to English,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Johvani van Eyk5.0 out of 5 stars,
Great value.,
"Reviewed in the United States on October 8, 2021Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Works 100%.Great value for the price.,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Debbie5.0 out of 5 stars,
Great value!!,
"Reviewed in the United States on June 29, 2020Size: 128GBColor: WhiteService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  I really liked the ease of downloading my old phone.,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Eligio r. Castro1.0 out of 5 stars,
Not what they say a have scratches on it. Front. Glass,
"Reviewed in the United States on December 30, 2021Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Scratches on the screen,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
Iheme   Andrea4.0 out of 5 stars,
The color is not all that purple. It is more grayish,
"Reviewed in the United States on September 5, 2021Size: 64GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  Generally, it is good.",
,
,
2 people found this helpful,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Indianna1.0 out of 5 stars,
1st phone was defective and not working,
"Reviewed in the United States on November 7, 2021Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Extremely unsatisfied,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Indianna,
,
1.0 out of 5 stars,
,
                1st phone was defective and not working,
            ,
,
,
                ,
                    ,
                    ,
                        ,
                            ,
                            ,
                                ,
"                                    Reviewed in the United States on November 7, 2021",
                                ,
                            ,
                        ,
                    ,
                ,
            ,
,
,
            Extremely unsatisfied,
        ,
,
,
                Images in this review,
            ,
,
,
,
,
,
,
,
   function toggleSeeAllView() {,
"       P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
          imagePopoverController.toggleSeeAllView(true);,
       });,
   },
,
,
,
,
"        P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
"          A.on(""a:popover:beforeShow:R3A4L493J9Q9JE_gallerySection_main"", function(data) {",
"            imagePopoverController.initImagePopover(""R3A4L493J9Q9JE"", ""[https://m.media-amazon.com/images/I/91v28jRMOcL._SL1600_.jpg]"", data);",
          });,
        });,
    ,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.L1.0 out of 5 stars,
late,
"Reviewed in the United States on August 9, 2021Size: 64GBColor: WhiteService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  Doesnâ€™t read t mobile SIM card, wast of time and money.",
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Bertha Dzenzi4.0 out of 5 stars,
"It came with a charger I didn't really expect that,so it was quite good.",
"Reviewed in the United States on June 17, 2021Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  It looks really new and perfect my daughter loved it.,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Shawayne Wells2.0 out of 5 stars,
Not gsm unlock,
"Reviewed in the United States on November 8, 2021Size: 64GBColor: RedService Provider: GSM CarriersProduct grade: RenewedVerified Purchase",
,
  Ordered GSM unlock and it wasnâ€™t,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.MatÃ­as RodrÃ­guez5.0 out of 5 stars,
Iphone 11,
"Reviewed in the United States on February 19, 2022Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
